number,parameter_01,parameter_02(x_coordinate),parameter_03(y_coordinate),parameter_04,parameter_05,parameter_06,parameter_07,parameter_08,parameter_09,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,class(OK/NG)
8049.0,D&L,9828.0,13008.0,1944.0,688.0,28.64,400.0,10.36,1.8585,70.0,82.0,94.51,50.85,0.0659,0.0219,0.3387,OK
8050.0,D,2298.0,12994.0,1160.0,1016.0,26.07,0.0,0.0,3.3176,90.0,46.0,92.03,27.74,0.0708,0.0,0.2802,OK
8051.0,D,9750.0,12974.0,3880.0,2820.0,23.77,152.0,11.8,1.6018,82.0,142.0,126.51,78.98,0.0539,0.0247,0.3332,OK
8052.0,L,2986.0,12968.0,1388.0,0.0,0.0,708.0,12.92,1.4211,40.0,56.0,54.0,38.0,0.0,0.0314,0.6196,OK
8053.0,D,5858.0,12964.0,2116.0,1308.0,16.35,0.0,0.0,3.6521,32.0,110.0,108.34,29.66,0.0386,0.0,0.6011,OK
8054.0,L,3424.0,12932.0,972.0,0.0,0.0,536.0,12.91,1.5021,70.0,62.0,73.51,48.94,0.0,0.0322,0.224,OK
8055.0,L,3274.0,12922.0,1588.0,0.0,0.0,744.0,12.92,1.7097,46.0,70.0,69.42,40.6,0.0,0.0319,0.4932,OK
8056.0,L,620.0,12900.0,1316.0,0.0,0.0,708.0,14.6,2.1271,58.0,44.0,67.53,31.75,0.0,0.0457,0.5157,OK
8057.0,L,220.0,12900.0,1744.0,0.0,0.0,1252.0,17.13,4.4167,26.0,108.0,106.0,24.0,0.0,0.0569,0.6211,OK
8058.0,L,1904.0,12898.0,988.0,0.0,0.0,496.0,13.74,1.0491,52.0,52.0,47.37,45.15,0.0,0.0351,0.3654,OK
8059.0,L,2548.0,12892.0,2572.0,0.0,0.0,1260.0,14.16,1.2659,104.0,82.0,100.55,79.43,0.0,0.0344,0.3016,OK
8060.0,D,10804.0,12880.0,3404.0,2752.0,21.27,0.0,0.0,14.5867,122.0,290.0,311.22,21.34,0.0504,0.0,0.0962,OK
8061.0,D&L,9046.0,12858.0,76220.0,43980.0,20.47,648.0,5.68,18.1676,142.0,2528.0,2526.01,139.04,0.0479,0.0125,0.2123,OK
8062.0,D,2370.0,12850.0,1052.0,508.0,17.7,0.0,0.0,1.5652,36.0,42.0,45.79,29.26,0.0484,0.0,0.6958,OK
8063.0,D,9394.0,12808.0,956.0,556.0,17.44,0.0,0.0,4.4818,108.0,34.0,108.89,24.29,0.0373,0.0,0.2603,OK
8064.0,L,2834.0,12800.0,932.0,0.0,0.0,400.0,12.1,1.9246,28.0,50.0,48.44,25.17,0.0,0.0306,0.6657,OK
8065.0,L,2976.0,12798.0,944.0,0.0,0.0,552.0,13.63,1.2391,42.0,46.0,42.72,34.48,0.0,0.0344,0.4886,OK
8066.0,D,4010.0,12762.0,1340.0,704.0,16.5,0.0,0.0,1.0473,52.0,50.0,50.06,47.8,0.0449,0.0,0.5154,OK
8067.0,L,200.0,12720.0,1324.0,0.0,0.0,1036.0,17.24,1.8986,44.0,86.0,77.33,40.73,0.0,0.0621,0.3499,OK
8068.0,L,14392.0,12672.0,6856.0,0.0,0.0,3760.0,13.6,14.3798,34.0,448.0,446.08,31.02,0.0,0.032,0.4501,OK
8069.0,L,618.0,12648.0,1016.0,0.0,0.0,456.0,15.8,1.0659,54.0,44.0,47.05,44.14,0.0,0.0547,0.4276,OK
8070.0,D,9722.0,12610.0,4892.0,3480.0,23.37,0.0,0.0,2.315,86.0,188.0,184.77,79.81,0.0524,0.0,0.3026,OK
8071.0,L,14564.0,12602.0,1108.0,0.0,0.0,504.0,10.91,3.312,26.0,80.0,78.3,23.64,0.0,0.0243,0.5327,OK
8072.0,D,4000.0,12602.0,2396.0,1368.0,17.03,0.0,0.0,1.1436,74.0,58.0,63.97,55.93,0.0478,0.0,0.5582,OK
8073.0,L,4084.0,12582.0,1476.0,0.0,0.0,636.0,14.15,2.5895,86.0,36.0,80.88,31.24,0.0,0.0355,0.4767,OK
8074.0,D,958.0,12568.0,1248.0,568.0,12.15,0.0,0.0,1.7195,74.0,42.0,68.4,39.78,0.0469,0.0,0.4015,OK
8075.0,L,2810.0,12560.0,1192.0,0.0,0.0,532.0,15.44,1.5794,54.0,60.0,64.31,40.72,0.0,0.0412,0.3679,OK
8076.0,D,586.0,12550.0,1240.0,644.0,13.06,0.0,0.0,2.1011,38.0,76.0,73.88,35.16,0.053,0.0,0.4294,OK
8077.0,L,5912.0,12454.0,2024.0,0.0,0.0,808.0,12.95,2.8281,46.0,120.0,118.66,41.96,0.0,0.029,0.3667,OK
8078.0,L,3586.0,12430.0,1168.0,0.0,0.0,516.0,13.37,1.7416,64.0,38.0,62.0,35.6,0.0,0.0366,0.4803,OK
8079.0,L,516.0,12402.0,1532.0,0.0,0.0,700.0,11.57,1.6341,60.0,38.0,57.28,35.05,0.0,0.0435,0.6719,OK
8080.0,L,718.0,12396.0,1348.0,0.0,0.0,868.0,15.2,1.4361,72.0,60.0,73.38,51.09,0.0,0.0554,0.312,OK
8081.0,L,2826.0,12392.0,1136.0,0.0,0.0,564.0,13.58,1.0979,42.0,44.0,42.85,39.03,0.0,0.0376,0.6147,OK
8082.0,D,4008.0,12354.0,1844.0,800.0,17.07,0.0,0.0,1.4808,66.0,44.0,59.0,39.85,0.0498,0.0,0.635,OK
8083.0,L,14564.0,12308.0,1804.0,0.0,0.0,1180.0,10.39,3.0714,30.0,88.0,86.0,28.0,0.0,0.023,0.6833,OK
8084.0,L,10338.0,12282.0,1232.0,0.0,0.0,824.0,10.23,2.8571,30.0,82.0,80.0,28.0,0.0,0.0219,0.5008,OK
8085.0,L,876.0,12274.0,1164.0,0.0,0.0,588.0,12.64,1.6976,56.0,36.0,54.24,31.95,0.0,0.0459,0.5774,OK
8086.0,L,14394.0,12210.0,5612.0,0.0,0.0,3028.0,13.17,14.1538,28.0,370.0,368.0,26.0,0.0,0.0308,0.5417,OK
8087.0,L,4082.0,12206.0,1204.0,0.0,0.0,600.0,14.3,1.6174,62.0,38.0,58.1,35.92,0.0,0.0376,0.511,OK
8088.0,L,10340.0,12160.0,1076.0,0.0,0.0,544.0,10.84,3.95,26.0,94.0,91.85,23.25,0.0,0.0232,0.4403,OK
8089.0,L,3204.0,12150.0,936.0,0.0,0.0,428.0,14.19,1.7222,64.0,38.0,62.0,36.0,0.0,0.0403,0.3849,OK
8090.0,L,2980.0,12122.0,1580.0,0.0,0.0,688.0,14.66,2.878,38.0,92.0,92.17,32.03,0.0,0.0414,0.4519,OK
8091.0,L,5000.0,12110.0,904.0,0.0,0.0,420.0,12.25,1.9645,64.0,36.0,64.28,32.72,0.0,0.0315,0.3924,OK
8092.0,D,2006.0,12090.0,2840.0,2688.0,25.06,0.0,0.0,5.6492,186.0,40.0,185.19,32.78,0.0857,0.0,0.3817,OK
8093.0,L,2484.0,12084.0,1512.0,0.0,0.0,648.0,13.9,2.3333,100.0,44.0,98.0,42.0,0.0,0.04,0.3436,OK
8094.0,D,10600.0,12074.0,1048.0,1044.0,31.74,0.0,0.0,9.0496,104.0,40.0,108.16,11.95,0.0793,0.0,0.2519,OK
8095.0,L,2824.0,12056.0,1524.0,0.0,0.0,952.0,15.12,1.0702,52.0,54.0,52.59,49.14,0.0,0.0436,0.5427,OK
8096.0,D,4012.0,12032.0,2140.0,928.0,14.69,0.0,0.0,1.0736,64.0,74.0,67.96,63.3,0.0445,0.0,0.4519,OK
8097.0,L,878.0,12030.0,2176.0,0.0,0.0,992.0,15.35,1.6767,76.0,98.0,99.73,59.48,0.0,0.059,0.2922,OK
8098.0,D,10362.0,12022.0,2088.0,1764.0,33.45,0.0,0.0,3.754,152.0,56.0,149.68,39.87,0.0816,0.0,0.2453,OK
8099.0,L,14392.0,12004.0,2632.0,0.0,0.0,1408.0,12.86,6.6904,28.0,172.0,170.1,25.43,0.0,0.0301,0.5465,OK
8100.0,D,10554.0,11996.0,1824.0,1424.0,28.06,0.0,0.0,3.7846,154.0,48.0,149.71,39.56,0.0693,0.0,0.2468,OK
8101.0,D,3380.0,11996.0,988.0,496.0,15.07,0.0,0.0,1.4756,42.0,58.0,57.13,38.72,0.0487,0.0,0.4056,OK
8102.0,L,1924.0,11992.0,956.0,0.0,0.0,348.0,14.42,1.1017,58.0,52.0,48.44,43.97,0.0,0.0449,0.317,OK
8103.0,D,9748.0,11988.0,1724.0,836.0,14.47,0.0,0.0,3.2422,36.0,104.0,103.02,31.78,0.0315,0.0,0.4605,OK
8104.0,L,14556.0,11952.0,3904.0,0.0,0.0,1960.0,11.17,7.4046,36.0,252.0,250.03,33.77,0.0,0.0248,0.4303,OK
8105.0,D,4012.0,11936.0,1188.0,444.0,13.6,0.0,0.0,1.5086,44.0,52.0,53.94,35.75,0.0416,0.0,0.5192,OK
8106.0,D,9756.0,11878.0,1272.0,616.0,15.12,0.0,0.0,2.9051,28.0,74.0,72.07,24.81,0.033,0.0,0.6139,OK
8107.0,D,9442.0,11872.0,1176.0,704.0,20.12,0.0,0.0,1.7975,48.0,80.0,78.78,43.83,0.0428,0.0,0.3063,OK
8108.0,L,2828.0,11860.0,968.0,0.0,0.0,460.0,13.44,2.5873,34.0,64.0,63.93,24.71,0.0,0.0394,0.4449,OK
8109.0,D,14590.0,11850.0,1120.0,1068.0,21.65,0.0,0.0,48.1111,260.0,14.0,258.12,5.37,0.0507,0.0,0.3077,OK
8110.0,D,15094.0,11834.0,804.0,776.0,20.56,0.0,0.0,32.4087,198.0,12.0,196.09,6.05,0.049,0.0,0.3384,OK
8111.0,D,15358.0,11828.0,572.0,540.0,20.14,0.0,0.0,29.3125,144.0,8.0,142.06,4.85,0.0457,0.0,0.4965,OK
8112.0,D,15628.0,11820.0,1096.0,1032.0,19.07,0.0,0.0,41.2469,258.0,10.0,256.03,6.21,0.0458,0.0,0.4248,OK
8113.0,D,16220.0,11816.0,788.0,736.0,21.82,0.0,0.0,37.5,152.0,6.0,150.0,4.0,0.0506,0.0,0.864,OK
8114.0,D,2904.0,11774.0,1600.0,804.0,14.06,0.0,0.0,1.0571,60.0,60.0,59.57,56.35,0.0457,0.0,0.4444,OK
8115.0,L,4106.0,11730.0,2928.0,0.0,0.0,1148.0,13.9,2.8042,110.0,126.0,159.99,57.05,0.0,0.0371,0.2113,OK
8116.0,L,4844.0,11712.0,1048.0,0.0,0.0,412.0,14.06,2.1398,38.0,72.0,71.33,33.34,0.0,0.0374,0.383,OK
8117.0,L,5664.0,11706.0,908.0,0.0,0.0,392.0,11.71,1.6667,50.0,44.0,53.47,32.08,0.0,0.0283,0.4127,OK
8118.0,L,2292.0,11700.0,1492.0,0.0,0.0,768.0,12.43,2.3125,76.0,34.0,74.0,32.0,0.0,0.0376,0.5774,OK
8119.0,L,2830.0,11690.0,1380.0,0.0,0.0,768.0,13.14,2.3284,34.0,74.0,71.79,30.83,0.0,0.0387,0.5485,OK
8120.0,L,902.0,11680.0,1024.0,0.0,0.0,460.0,12.09,1.7333,32.0,54.0,52.0,30.0,0.0,0.0482,0.5926,OK
8121.0,L,4058.0,11678.0,1836.0,0.0,0.0,936.0,16.05,2.3406,84.0,42.0,84.95,36.29,0.0,0.0434,0.5204,OK
8122.0,L,14396.0,11674.0,2456.0,0.0,0.0,1224.0,12.6,6.5455,24.0,146.0,144.0,22.0,0.0,0.0294,0.7009,OK
8123.0,L,5534.0,11664.0,1180.0,0.0,0.0,416.0,12.04,1.7714,44.0,58.0,60.15,33.95,0.0,0.0294,0.4624,OK
8124.0,D,9744.0,11628.0,2224.0,1164.0,16.09,0.0,0.0,3.2773,40.0,122.0,119.25,36.39,0.035,0.0,0.4557,OK
8125.0,D,4018.0,11604.0,1404.0,636.0,14.97,0.0,0.0,2.4827,78.0,34.0,76.74,30.91,0.0455,0.0,0.5294,OK
8126.0,L,2968.0,11600.0,1708.0,0.0,0.0,1104.0,14.63,1.08,52.0,56.0,54.0,50.0,0.0,0.0431,0.5865,OK
8127.0,D,4016.0,11508.0,1128.0,628.0,15.08,0.0,0.0,1.0,42.0,40.0,38.75,38.75,0.0465,0.0,0.6714,OK
8128.0,L,14398.0,11494.0,1632.0,0.0,0.0,784.0,12.43,5.6364,24.0,126.0,124.0,22.0,0.0,0.029,0.5397,OK
8129.0,D,5864.0,11468.0,7312.0,3664.0,17.79,0.0,0.0,10.4118,36.0,356.0,354.0,34.0,0.0447,0.0,0.5705,OK
8130.0,D,13580.0,11460.0,3324.0,3280.0,24.07,0.0,0.0,94.3366,734.0,28.0,732.38,7.76,0.0625,0.0,0.1617,OK
8131.0,L,4126.0,11452.0,960.0,0.0,0.0,436.0,13.83,1.5294,54.0,36.0,52.0,34.0,0.0,0.0367,0.4938,OK
8132.0,D&L,5738.0,11406.0,234252.0,59668.0,19.53,42388.0,12.63,17.0866,166.0,2742.0,2740.03,160.36,0.0482,0.0289,0.5146,OK
8133.0,L,3280.0,11352.0,944.0,0.0,0.0,476.0,15.29,1.7462,44.0,38.0,51.14,29.29,0.0,0.0449,0.5646,OK
8134.0,D,5864.0,11334.0,2344.0,1392.0,17.74,0.0,0.0,2.4693,46.0,108.0,106.07,42.96,0.0442,0.0,0.4718,OK
8135.0,D,9754.0,11314.0,2788.0,1256.0,14.56,0.0,0.0,6.2,32.0,188.0,186.0,30.0,0.0316,0.0,0.4634,OK
8136.0,D,3996.0,11238.0,908.0,412.0,14.26,0.0,0.0,2.2063,70.0,36.0,64.95,29.44,0.0427,0.0,0.3603,OK
8137.0,L,14386.0,11224.0,1876.0,0.0,0.0,1032.0,13.11,4.6095,32.0,130.0,127.93,27.75,0.0,0.0305,0.451,OK
8138.0,D,5868.0,11118.0,976.0,436.0,16.11,0.0,0.0,2.4026,32.0,62.0,60.83,25.32,0.0398,0.0,0.4919,OK
8139.0,D,9744.0,11104.0,1920.0,968.0,16.26,0.0,0.0,2.741,40.0,100.0,100.03,36.49,0.0353,0.0,0.48,OK
8140.0,L,226.0,11096.0,988.0,0.0,0.0,656.0,13.86,4.2152,20.0,74.0,72.25,17.14,0.0,0.0629,0.6676,OK
8141.0,L,5798.0,11088.0,2448.0,0.0,0.0,1296.0,13.87,1.6774,60.0,74.0,81.58,48.64,0.0,0.0323,0.5514,OK
8142.0,L,14392.0,11000.0,2804.0,0.0,0.0,1500.0,13.15,7.0263,28.0,180.0,178.21,25.36,0.0,0.0306,0.5563,OK
8143.0,D,2376.0,10970.0,1824.0,1104.0,16.17,0.0,0.0,1.4333,46.0,66.0,62.57,43.66,0.0538,0.0,0.6008,OK
8144.0,L,2818.0,10930.0,956.0,0.0,0.0,524.0,13.62,1.6182,52.0,32.0,46.75,28.89,0.0,0.0395,0.5745,OK
8145.0,D,4020.0,10918.0,1184.0,496.0,15.81,0.0,0.0,1.1259,58.0,60.0,55.71,49.48,0.0452,0.0,0.3402,OK
8146.0,L,1966.0,10918.0,1404.0,0.0,0.0,628.0,15.5,2.3516,86.0,38.0,83.94,35.69,0.0,0.0483,0.4296,OK
8147.0,D,9754.0,10902.0,1272.0,552.0,13.98,0.0,0.0,3.1186,30.0,82.0,81.28,26.06,0.0303,0.0,0.5171,OK
8148.0,D,3754.0,10838.0,1176.0,516.0,13.97,0.0,0.0,1.4813,42.0,56.0,54.17,36.57,0.0428,0.0,0.5,OK
8149.0,L,4118.0,10816.0,1032.0,0.0,0.0,380.0,13.21,1.0059,44.0,46.0,42.42,42.17,0.0,0.0331,0.5099,OK
8150.0,D,9756.0,10772.0,1108.0,488.0,13.95,0.0,0.0,3.1545,28.0,72.0,71.62,22.7,0.0303,0.0,0.5496,OK
8151.0,L,3920.0,10770.0,1200.0,0.0,0.0,664.0,13.5,1.3838,38.0,50.0,48.27,34.88,0.0,0.0357,0.6316,OK
8152.0,L,226.0,10742.0,1612.0,0.0,0.0,972.0,14.13,5.5455,24.0,124.0,122.0,22.0,0.0,0.0617,0.5417,OK
8153.0,L,4340.0,10732.0,1364.0,0.0,0.0,596.0,14.9,1.1667,62.0,54.0,59.22,50.76,0.0,0.0378,0.4074,OK
8154.0,L,884.0,10730.0,1104.0,0.0,0.0,576.0,11.43,2.258,66.0,42.0,68.05,30.14,0.0,0.0447,0.3983,OK
8155.0,D,5870.0,10694.0,2084.0,1036.0,16.09,0.0,0.0,3.342,32.0,102.0,99.85,29.88,0.039,0.0,0.6385,OK
8156.0,L,4350.0,10602.0,1068.0,0.0,0.0,568.0,14.1,1.2692,68.0,54.0,66.0,52.0,0.0,0.0354,0.2908,OK
8157.0,L,14390.0,10578.0,3524.0,0.0,0.0,1696.0,13.43,7.5625,34.0,244.0,242.0,32.0,0.0,0.0313,0.4248,OK
8158.0,L,224.0,10542.0,988.0,0.0,0.0,776.0,14.96,3.4275,24.0,74.0,72.55,21.17,0.0,0.063,0.5563,OK
8159.0,D,4016.0,10490.0,1184.0,612.0,14.64,0.0,0.0,2.2194,48.0,98.0,95.98,43.25,0.0401,0.0,0.2517,OK
8160.0,L,10338.0,10484.0,1996.0,0.0,0.0,1040.0,11.77,4.5132,32.0,128.0,126.35,28.0,0.0,0.0251,0.4873,OK
8161.0,L,5662.0,10456.0,912.0,0.0,0.0,532.0,10.77,1.4868,42.0,60.0,58.33,39.23,0.0,0.0247,0.3619,OK
8162.0,L,14564.0,10454.0,1752.0,0.0,0.0,760.0,10.02,6.848,26.0,160.0,158.04,23.08,0.0,0.0222,0.4212,OK
8163.0,L,14386.0,10446.0,1516.0,0.0,0.0,852.0,12.83,3.5137,34.0,112.0,110.63,31.49,0.0,0.03,0.3981,OK
8164.0,L,4366.0,10424.0,1444.0,0.0,0.0,668.0,13.2,1.6779,42.0,64.0,63.82,38.04,0.0,0.0324,0.5372,OK
8165.0,D,9756.0,10406.0,2328.0,1124.0,15.05,0.0,0.0,5.0,30.0,142.0,140.0,28.0,0.0327,0.0,0.5465,OK
8166.0,L,638.0,10392.0,972.0,0.0,0.0,556.0,13.34,1.8033,44.0,28.0,43.15,23.93,0.0,0.0516,0.789,OK
8167.0,L,4202.0,10374.0,1752.0,0.0,0.0,768.0,15.65,1.3126,64.0,80.0,78.24,59.61,0.0,0.037,0.3422,OK
8168.0,L,224.0,10364.0,960.0,0.0,0.0,772.0,15.42,3.2222,20.0,60.0,58.0,18.0,0.0,0.0627,0.8,OK
8169.0,D,3374.0,10352.0,1312.0,584.0,14.53,0.0,0.0,1.7527,54.0,80.0,80.04,45.67,0.0423,0.0,0.3037,OK
8170.0,L,5804.0,10326.0,4596.0,0.0,0.0,2224.0,12.23,3.9073,54.0,198.0,197.34,50.51,0.0,0.0276,0.4299,OK
8171.0,L,14394.0,10286.0,976.0,0.0,0.0,592.0,13.56,2.0505,28.0,52.0,50.65,24.7,0.0,0.0317,0.6703,OK
8172.0,D,4022.0,10274.0,1108.0,544.0,14.69,0.0,0.0,2.5,62.0,26.0,60.0,24.0,0.0384,0.0,0.6873,OK
8173.0,D,11712.0,10264.0,508.0,476.0,16.88,0.0,0.0,20.3333,124.0,8.0,122.0,6.0,0.0399,0.0,0.5121,OK
8174.0,D,12516.0,10250.0,1452.0,768.0,16.68,0.0,0.0,1.0573,60.0,62.0,51.85,49.04,0.0393,0.0,0.3903,OK
8175.0,L,14544.0,10226.0,2024.0,0.0,0.0,1092.0,12.59,2.4545,46.0,110.0,108.0,44.0,0.0,0.0281,0.4,OK
8176.0,D,9756.0,10208.0,2108.0,1032.0,14.96,0.0,0.0,5.5349,28.0,142.0,139.98,25.29,0.0325,0.0,0.5302,OK
8177.0,D,16028.0,10194.0,134776.0,104500.0,18.14,40.0,11.03,82.4716,90.0,7194.0,7192.01,87.21,0.0437,0.0248,0.2082,OK
8178.0,L,874.0,10152.0,2748.0,0.0,0.0,1240.0,12.76,1.0443,76.0,86.0,77.27,73.99,0.0,0.0455,0.4204,OK
8179.0,L,14386.0,10136.0,1276.0,0.0,0.0,684.0,13.59,2.4954,34.0,78.0,76.8,30.78,0.0,0.0319,0.4811,OK
8180.0,D,804.0,10126.0,1080.0,588.0,14.48,0.0,0.0,2.7373,26.0,62.0,61.25,22.37,0.0596,0.0,0.67,OK
8181.0,D,11404.0,10110.0,1096.0,528.0,12.49,0.0,0.0,3.5881,28.0,80.0,77.99,21.74,0.0311,0.0,0.4893,OK
8182.0,L,4142.0,10102.0,1360.0,0.0,0.0,688.0,13.69,1.5779,76.0,50.0,74.01,46.9,0.0,0.0308,0.3579,OK
8183.0,D,9746.0,10098.0,1532.0,892.0,16.01,0.0,0.0,2.0786,44.0,84.0,82.46,39.67,0.0348,0.0,0.4145,OK
8184.0,L,14560.0,10042.0,1240.0,0.0,0.0,608.0,11.29,2.7476,36.0,80.0,77.26,28.12,0.0,0.0251,0.4306,OK
8185.0,L,4108.0,10002.0,2328.0,0.0,0.0,908.0,12.87,1.4814,68.0,94.0,91.7,61.9,0.0,0.0289,0.3642,OK
8186.0,L,212.0,9992.0,3740.0,0.0,0.0,2880.0,16.44,6.499,38.0,228.0,226.06,34.78,0.0,0.063,0.4317,OK
8187.0,L,14392.0,9954.0,1068.0,0.0,0.0,504.0,13.5,2.8901,28.0,76.0,74.39,25.74,0.0,0.0317,0.5019,OK
8188.0,D,9742.0,9904.0,2288.0,1324.0,16.44,0.0,0.0,2.1304,48.0,100.0,98.0,46.0,0.0359,0.0,0.4767,OK
8189.0,L,3272.0,9898.0,2140.0,0.0,0.0,836.0,13.02,2.0268,42.0,76.0,74.92,36.96,0.0,0.0321,0.6704,OK
8190.0,D,802.0,9880.0,1748.0,1176.0,14.84,0.0,0.0,2.884,40.0,94.0,94.55,32.78,0.0572,0.0,0.4649,OK
8191.0,L,208.0,9876.0,1504.0,0.0,0.0,888.0,18.26,2.5882,36.0,90.0,88.0,34.0,0.0,0.0668,0.4642,OK
8192.0,L,554.0,9860.0,1104.0,0.0,0.0,468.0,13.92,1.0584,44.0,52.0,44.62,42.15,0.0,0.0484,0.4825,OK
8193.0,D,11402.0,9842.0,1136.0,480.0,12.63,0.0,0.0,3.2256,34.0,90.0,89.63,27.79,0.0313,0.0,0.3712,OK
8194.0,D,606.0,9802.0,1616.0,1104.0,17.51,0.0,0.0,2.5741,50.0,96.0,97.53,37.89,0.0671,0.0,0.3367,OK
8195.0,L,864.0,9790.0,944.0,0.0,0.0,612.0,11.78,1.74,62.0,36.0,55.02,31.62,0.0,0.0385,0.4229,OK
8196.0,L,5806.0,9786.0,1516.0,0.0,0.0,804.0,10.52,1.7391,48.0,82.0,80.0,46.0,0.0,0.0232,0.3852,OK
8197.0,L,342.0,9742.0,1080.0,0.0,0.0,588.0,10.78,1.6593,40.0,62.0,59.23,35.69,0.0,0.0372,0.4355,OK
8198.0,L,14560.0,9740.0,1028.0,0.0,0.0,700.0,10.89,1.7857,30.0,52.0,50.0,28.0,0.0,0.0243,0.659,OK
8199.0,L,5804.0,9704.0,1120.0,0.0,0.0,868.0,10.83,1.4041,42.0,52.0,50.85,36.22,0.0,0.0239,0.5128,OK
8200.0,D,9756.0,9680.0,1848.0,892.0,15.08,0.0,0.0,3.2857,30.0,94.0,92.0,28.0,0.0331,0.0,0.6553,OK
8201.0,L,1180.0,9604.0,1204.0,0.0,0.0,428.0,12.29,2.0419,50.0,82.0,84.1,41.19,0.0,0.0369,0.2937,OK
8202.0,L,14394.0,9588.0,2788.0,0.0,0.0,1468.0,13.09,9.1907,26.0,208.0,206.14,22.43,0.0,0.0308,0.5155,OK
8203.0,L,1394.0,9580.0,1096.0,0.0,0.0,488.0,12.39,2.9375,64.0,32.0,64.56,21.98,0.0,0.0346,0.5352,OK
8204.0,D,9756.0,9578.0,1112.0,560.0,14.55,0.0,0.0,2.5861,32.0,76.0,74.21,28.7,0.0319,0.0,0.4572,OK
8205.0,L,664.0,9514.0,1680.0,0.0,0.0,860.0,13.85,1.2381,54.0,44.0,52.0,42.0,0.0,0.0436,0.7071,OK
8206.0,L,5818.0,9500.0,1564.0,0.0,0.0,768.0,11.22,3.5835,38.0,110.0,111.6,31.14,0.0,0.0247,0.3742,OK
8207.0,L,14388.0,9498.0,944.0,0.0,0.0,648.0,12.87,2.25,30.0,62.0,61.09,27.15,0.0,0.0303,0.5075,OK
8208.0,L,936.0,9496.0,1284.0,0.0,0.0,800.0,11.83,1.0372,48.0,46.0,44.9,43.29,0.0,0.0359,0.5815,OK
8209.0,L,520.0,9474.0,2204.0,0.0,0.0,1224.0,14.3,1.6685,74.0,46.0,70.87,42.47,0.0,0.0451,0.6475,OK
8210.0,D,9758.0,9454.0,1684.0,944.0,14.84,0.0,0.0,2.9427,34.0,92.0,90.55,30.77,0.0326,0.0,0.5384,OK
8211.0,D,812.0,9440.0,4136.0,2384.0,15.31,0.0,0.0,9.9633,30.0,262.0,260.28,26.12,0.0536,0.0,0.5262,OK
8212.0,D,4446.0,9426.0,1160.0,760.0,18.24,0.0,0.0,1.3468,52.0,36.0,47.23,35.07,0.0454,0.0,0.6197,OK
8213.0,L,14560.0,9328.0,972.0,0.0,0.0,480.0,10.44,3.3636,24.0,76.0,74.0,22.0,0.0,0.0235,0.5329,OK
8214.0,L,5808.0,9318.0,2968.0,0.0,0.0,1912.0,11.8,3.2917,50.0,160.0,158.0,48.0,0.0,0.026,0.371,OK
8215.0,L,532.0,9294.0,1552.0,0.0,0.0,704.0,12.68,1.2286,62.0,50.0,53.72,43.73,0.0,0.0383,0.5006,OK
8216.0,L,894.0,9292.0,1408.0,0.0,0.0,516.0,11.69,1.7307,56.0,56.0,67.33,38.9,0.0,0.0342,0.449,OK
8217.0,L,3280.0,9232.0,924.0,0.0,0.0,436.0,12.5,2.4927,28.0,66.0,63.75,25.58,0.0,0.0284,0.5,OK
8218.0,D,9760.0,9220.0,2780.0,1608.0,16.01,0.0,0.0,6.6454,28.0,172.0,170.34,25.63,0.0353,0.0,0.5772,OK
8219.0,D,1822.0,9158.0,952.0,936.0,51.7,0.0,0.0,1.2667,40.0,32.0,38.0,30.0,0.1558,0.0,0.7437,OK
8220.0,D,808.0,9158.0,5252.0,3432.0,18.36,0.0,0.0,6.1406,46.0,264.0,262.03,42.67,0.0601,0.0,0.4325,OK
8221.0,L,14392.0,9072.0,1392.0,0.0,0.0,716.0,12.3,4.7886,28.0,114.0,112.37,23.47,0.0,0.0291,0.4361,OK
8222.0,L,14388.0,8980.0,1028.0,0.0,0.0,604.0,12.53,2.7834,32.0,76.0,78.17,28.09,0.0,0.0297,0.4227,OK
8223.0,L,5808.0,8946.0,3188.0,0.0,0.0,1656.0,10.43,4.2394,44.0,170.0,168.7,39.79,0.0,0.0234,0.4262,OK
8224.0,L,14564.0,8942.0,2924.0,0.0,0.0,1416.0,9.76,7.0769,28.0,186.0,184.0,26.0,0.0,0.022,0.5614,OK
8225.0,L,878.0,8942.0,1376.0,0.0,0.0,492.0,11.54,1.3944,44.0,44.0,48.02,34.44,0.0,0.0312,0.7107,OK
8226.0,D,286.0,8940.0,964.0,496.0,10.87,0.0,0.0,1.4058,34.0,46.0,42.85,30.48,0.0347,0.0,0.6164,OK
8227.0,D,9482.0,8922.0,8372.0,7136.0,27.06,0.0,0.0,5.0643,504.0,204.0,533.3,105.3,0.0608,0.0,0.0814,OK
8228.0,L,11454.0,8920.0,3056.0,0.0,0.0,1380.0,10.55,3.0229,50.0,136.0,134.36,44.45,0.0,0.024,0.4494,OK
8229.0,L,11658.0,8910.0,1076.0,0.0,0.0,604.0,7.31,1.7514,52.0,70.0,74.52,42.55,0.0,0.0162,0.2956,OK
8230.0,D,10028.0,8902.0,2780.0,2640.0,49.33,0.0,0.0,2.1816,126.0,68.0,118.77,54.44,0.1242,0.0,0.3245,OK
8231.0,L,878.0,8864.0,1016.0,0.0,0.0,600.0,12.25,1.2764,44.0,40.0,43.13,33.79,0.0,0.0327,0.5773,OK
